User ID,Gender,Age,Activity Level,Location,App Sessions,Distance Travelled (km),Calories Burned
2527,Male,27,Moderate,Suburban,146,81,513
2528,Male,54,Moderate,Suburban,128,92,365
2529,Female,34,Active,Rural,168,91,443
2530,Female,49,Sedentary,Rural,66,44,146
2531,Male,21,Sedentary,Suburban,54,28,112
2532,Male,48,Moderate,Suburban,133,74,481
2533,Female,43,Moderate,Suburban,104,78,320
2534,Male,29,Active,Suburban,169,130,655
2535,Male,35,Sedentary,Urban,94,87,466
2536,Female,25,Active,Rural,183,151,458
2537,Female,49,Active,Suburban,192,130,541
2538,Male,37,Sedentary,Rural,52,35,231
2539,Female,57,Sedentary,Rural,83,41,171
2540,Male,30,Moderate,Urban,105,94,225
2541,Female,40,Sedentary,Suburban,50,29,124
2542,Male,20,Active,Rural,176,129,468
2543,Male,52,Active,Urban,187,118,866
2544,Male,56,Sedentary,Suburban,86,70,293
2545,Male,38,Active,Suburban,162,125,566
2546,Female,24,Sedentary,Rural,68,46,210
2547,Female,43,Moderate,Urban,147,95,563
2548,Female,40,Moderate,Urban,109,87,472
2549,Male,49,Sedentary,Urban,72,56,330
2550,Female,19,Active,Urban,169,115,671
2551,Male,56,Sedentary,Suburban,73,53,256
2552,Male,19,Sedentary,Rural,79,66,333
2553,Female,56,Moderate,Rural,113,97,374
2554,Female,32,Sedentary,Urban,83,45,293
2555,Male,33,Moderate,Urban,130,123,431
2556,Male,43,Moderate,Urban,129,105,492
2557,Female,25,Sedentary,Rural,79,74,323
2558,Female,33,Sedentary,Suburban,56,54,180
2559,Female,38,Sedentary,Suburban,55,43,120
2560,Female,56,Sedentary,Urban,86,44,394
2561,Female,28,Moderate,Suburban,145,98,689
2562,Male,41,Sedentary,Suburban,51,41,191
2563,Male,53,Moderate,Rural,115,65,345
2564,Male,35,Moderate,Urban,108,58,379
2565,Female,40,Active,Suburban,156,138,663
2566,Male,30,Moderate,Urban,128,100,375
2567,Female,59,Active,Urban,152,105,727
2568,Female,56,Sedentary,Suburban,80,66,165
2569,Female,18,Active,Rural,178,97,494
2570,Male,24,Sedentary,Suburban,68,43,268
2571,Male,38,Moderate,Rural,138,86,296
2572,Male,33,Active,Suburban,164,140,806
2573,Male,31,Sedentary,Urban,59,34,141
2574,Female,19,Sedentary,Rural,82,68,383
2575,Female,48,Active,Rural,159,101,652
2576,Male,56,Active,Urban,195,133,531
2577,Male,26,Sedentary,Suburban,97,61,392
2578,Female,58,Sedentary,Rural,85,59,229
2579,Male,31,Moderate,Suburban,114,105,418
2580,Male,27,Sedentary,Suburban,82,62,206
2581,Female,41,Active,Suburban,190,111,698
2582,Male,50,Sedentary,Urban,75,51,295
2583,Male,51,Sedentary,Suburban,57,30,167
2584,Male,37,Active,Urban,163,114,452
2585,Female,45,Moderate,Rural,132,66,508
2586,Male,21,Sedentary,Suburban,97,82,203
2587,Male,51,Active,Rural,168,94,454
2588,Female,21,Active,Suburban,184,157,626
2589,Female,23,Active,Rural,164,140,571
2590,Female,39,Active,Urban,190,158,509
2591,Female,21,Moderate,Rural,129,101,518
2592,Female,22,Active,Rural,155,81,321
2593,Female,28,Sedentary,Suburban,53,49,258
2594,Female,52,Moderate,Suburban,125,116,505
2595,Male,36,Active,Suburban,195,142,688
2596,Female,28,Sedentary,Suburban,82,61,378
2597,Female,28,Moderate,Urban,136,104,539
2598,Female,44,Sedentary,Rural,86,63,312
2599,Male,19,Moderate,Rural,142,103,519
2600,Male,25,Active,Urban,155,152,754
2601,Female,51,Sedentary,Rural,87,72,210
2602,Female,57,Active,Suburban,167,98,378
2603,Female,37,Moderate,Suburban,106,98,340
2604,Male,40,Active,Suburban,177,140,597
2605,Female,32,Active,Rural,188,103,426
2606,Male,30,Sedentary,Urban,94,60,321
2607,Male,48,Active,Urban,188,173,713
2608,Female,31,Active,Rural,184,139,848
2609,Male,18,Active,Urban,182,173,465
2610,Female,44,Moderate,Urban,110,93,471
2611,Male,50,Sedentary,Suburban,87,43,198
2612,Male,52,Sedentary,Rural,81,75,293
2613,Male,32,Active,Urban,172,165,674
2614,Female,22,Sedentary,Rural,71,67,182
2615,Male,54,Moderate,Suburban,137,123,336
2616,Male,21,Moderate,Suburban,112,76,427
2617,Female,37,Active,Urban,175,151,454
2618,Male,56,Active,Rural,171,111,782
2619,Male,39,Moderate,Rural,131,68,582
2620,Female,41,Moderate,Suburban,143,86,379
2621,Female,28,Moderate,Suburban,122,91,399
2622,Female,23,Active,Suburban,199,114,438
2623,Male,44,Moderate,Urban,108,55,258
2624,Male,27,Active,Rural,151,123,520
2625,Male,56,Moderate,Urban,130,85,406
2626,Male,27,Moderate,Rural,147,129,370
2627,Male,43,Sedentary,Suburban,68,66,202
2628,Female,54,Moderate,Urban,147,120,481
2629,Male,50,Active,Urban,194,141,718
2630,Female,25,Moderate,Urban,103,54,277
2631,Male,45,Sedentary,Suburban,73,69,160
2632,Male,53,Moderate,Urban,122,120,334
2633,Female,57,Moderate,Urban,113,108,227
2634,Male,42,Moderate,Suburban,134,109,338
2635,Male,53,Active,Rural,165,109,745
2636,Female,30,Moderate,Urban,106,74,318
2637,Female,24,Moderate,Suburban,101,57,464
2638,Male,18,Moderate,Urban,137,115,380
2639,Female,26,Sedentary,Urban,71,69,223
2640,Male,45,Active,Rural,158,80,566
2641,Female,53,Active,Suburban,191,136,462
2642,Male,47,Sedentary,Rural,89,63,439
2643,Female,26,Active,Rural,160,148,567
2644,Female,47,Sedentary,Suburban,59,51,157
2645,Male,52,Moderate,Rural,135,117,572
2646,Female,44,Active,Urban,183,107,492
2647,Female,46,Moderate,Suburban,147,99,595
2648,Female,22,Moderate,Suburban,102,69,284
2649,Male,18,Active,Urban,199,163,980
2650,Female,22,Moderate,Urban,135,133,352
2651,Female,46,Moderate,Urban,141,136,379
2652,Female,34,Sedentary,Rural,54,43,144
2653,Male,54,Active,Rural,195,176,764
2654,Male,41,Moderate,Rural,113,85,476
2655,Female,44,Sedentary,Rural,94,58,406
2656,Male,26,Active,Rural,175,109,718
2657,Female,55,Moderate,Rural,121,79,599
2658,Male,30,Moderate,Suburban,145,102,694
2659,Female,43,Moderate,Suburban,138,131,600
2660,Male,28,Moderate,Suburban,119,116,260
2661,Female,41,Moderate,Suburban,131,106,462
2662,Female,50,Active,Suburban,152,102,650
2663,Male,23,Active,Suburban,159,158,725
2664,Female,52,Sedentary,Rural,72,44,273
2665,Female,33,Sedentary,Suburban,55,31,180
2666,Female,30,Sedentary,Urban,64,52,227
2667,Male,28,Active,Suburban,172,114,356
2668,Female,40,Active,Urban,154,118,416
2669,Female,19,Active,Urban,192,96,531
2670,Female,47,Moderate,Suburban,142,71,323
2671,Male,36,Active,Rural,194,103,550
2672,Female,57,Active,Rural,183,140,690
2673,Male,32,Moderate,Urban,128,113,367
2674,Female,59,Sedentary,Rural,76,44,152
2675,Male,50,Sedentary,Urban,58,43,132
2676,Male,58,Sedentary,Rural,81,80,255
2677,Male,22,Moderate,Rural,114,98,383
2678,Female,39,Moderate,Rural,102,78,208
2679,Male,44,Moderate,Rural,101,87,501
2680,Male,52,Active,Suburban,166,158,549
2681,Male,36,Sedentary,Suburban,98,55,475
2682,Male,56,Moderate,Suburban,115,74,416
2683,Male,24,Moderate,Urban,107,79,423
2684,Male,56,Sedentary,Suburban,51,33,149
2685,Male,51,Sedentary,Suburban,98,90,217
2686,Male,51,Active,Suburban,182,108,667
2687,Male,44,Sedentary,Rural,72,37,249
2688,Female,22,Moderate,Rural,103,76,224
2689,Male,21,Active,Rural,198,172,609
2690,Male,24,Sedentary,Rural,55,27,253
2691,Male,20,Active,Rural,156,112,517
2692,Male,38,Moderate,Suburban,103,91,348
2693,Male,51,Moderate,Suburban,143,127,525
2694,Male,26,Moderate,Rural,122,79,321
2695,Male,37,Moderate,Rural,126,98,498
2696,Female,57,Active,Suburban,187,178,512
2697,Female,29,Active,Suburban,153,133,473
2698,Female,56,Moderate,Rural,140,127,398
2699,Male,45,Active,Urban,173,152,639
2700,Male,50,Moderate,Rural,101,72,241
2701,Female,27,Moderate,Suburban,119,114,437
2702,Female,28,Sedentary,Urban,84,44,263
2703,Male,24,Active,Rural,180,133,808
2704,Male,35,Sedentary,Suburban,61,59,267
2705,Female,36,Moderate,Suburban,123,96,462
2706,Female,31,Sedentary,Suburban,72,38,173
2707,Female,34,Moderate,Rural,116,102,408
2708,Female,40,Moderate,Rural,129,82,489
2709,Male,36,Moderate,Urban,133,113,501
2710,Female,20,Active,Suburban,175,91,690
2711,Female,51,Moderate,Suburban,121,97,391
2712,Male,42,Moderate,Urban,120,116,397
2713,Female,58,Active,Rural,198,145,562
2714,Female,48,Active,Suburban,178,177,816
2715,Female,56,Moderate,Urban,126,91,511
2716,Male,31,Active,Suburban,157,82,613
2717,Male,54,Moderate,Rural,126,86,487
2718,Female,37,Sedentary,Rural,92,79,211
2719,Male,49,Active,Urban,173,90,358
2720,Male,50,Sedentary,Urban,67,49,163
2721,Female,48,Moderate,Suburban,137,116,386
2722,Male,24,Active,Rural,167,97,580
2723,Female,22,Active,Rural,177,117,821
2724,Male,21,Moderate,Urban,103,54,348
2725,Female,28,Active,Urban,183,165,836
2726,Male,36,Active,Suburban,184,134,594
2727,Male,55,Active,Rural,160,140,510
2728,Female,37,Sedentary,Suburban,51,46,153
2729,Female,44,Moderate,Suburban,114,96,511
2730,Female,46,Moderate,Urban,130,119,537
2731,Female,35,Moderate,Rural,128,116,583
2732,Male,54,Active,Urban,171,96,812
2733,Male,42,Active,Suburban,187,94,513
2734,Female,37,Active,Suburban,170,96,448
2735,Male,23,Moderate,Rural,130,73,291
2736,Female,53,Sedentary,Rural,92,54,319
2737,Male,32,Moderate,Rural,127,118,335
2738,Female,35,Moderate,Rural,142,106,400
2739,Male,55,Sedentary,Urban,86,74,384
2740,Female,42,Active,Urban,188,142,596
2741,Male,37,Active,Urban,167,105,622
2742,Male,39,Moderate,Urban,147,145,472
2743,Female,29,Sedentary,Suburban,92,83,187
2744,Male,58,Moderate,Urban,115,59,487
2745,Male,57,Moderate,Urban,144,111,417
2746,Female,50,Sedentary,Rural,81,40,402
2747,Female,46,Sedentary,Suburban,67,64,142
2748,Female,19,Active,Urban,152,99,680
2749,Female,43,Moderate,Suburban,110,82,491
2750,Male,49,Sedentary,Suburban,78,50,276
2751,Female,20,Sedentary,Suburban,53,51,237
2752,Female,47,Sedentary,Suburban,60,31,150
2753,Female,36,Sedentary,Rural,99,51,286
2754,Male,27,Moderate,Rural,133,66,560
2755,Male,42,Moderate,Suburban,130,100,489
2756,Male,36,Moderate,Suburban,111,70,549
2757,Male,38,Sedentary,Suburban,60,42,133
2758,Female,23,Active,Rural,176,169,743
2759,Male,31,Sedentary,Rural,82,44,276
2760,Male,25,Moderate,Suburban,129,117,391
2761,Female,19,Moderate,Suburban,104,65,514
2762,Female,35,Moderate,Suburban,113,89,394
2763,Male,39,Active,Suburban,174,125,493
2764,Female,47,Active,Rural,169,91,363
2765,Male,53,Moderate,Urban,120,86,281
2766,Male,45,Sedentary,Urban,99,65,374
2767,Male,52,Moderate,Rural,100,76,445
2768,Female,19,Moderate,Rural,135,101,563
2769,Female,53,Active,Urban,187,134,543
2770,Male,35,Active,Urban,198,155,961
2771,Male,26,Active,Urban,159,138,613
2772,Female,45,Active,Suburban,150,138,380
2773,Male,25,Moderate,Urban,111,98,406
2774,Female,25,Sedentary,Urban,62,55,149
2775,Female,22,Moderate,Suburban,145,111,655
2776,Female,30,Moderate,Suburban,138,111,500
2777,Female,24,Sedentary,Rural,57,40,203
2778,Male,38,Moderate,Suburban,116,81,255
2779,Female,46,Sedentary,Urban,61,60,179
2780,Female,54,Active,Suburban,165,142,793
2781,Female,31,Active,Rural,179,116,710
2782,Male,54,Active,Urban,173,124,446
2783,Male,21,Sedentary,Rural,59,36,130
2784,Male,39,Moderate,Rural,118,64,381
2785,Male,28,Active,Rural,189,102,458
2786,Male,51,Active,Suburban,153,129,431
2787,Female,33,Moderate,Suburban,149,143,436
2788,Male,26,Active,Rural,191,184,520
2789,Male,33,Active,Rural,157,144,443
2790,Female,56,Sedentary,Rural,67,34,159
2791,Male,33,Moderate,Rural,111,91,439
2792,Male,48,Sedentary,Suburban,85,57,247
2793,Female,48,Active,Suburban,151,95,436
2794,Male,30,Active,Rural,160,135,491
2795,Male,22,Moderate,Suburban,128,120,569
2796,Female,56,Active,Urban,186,140,561
2797,Male,35,Sedentary,Suburban,88,71,367
2798,Male,37,Sedentary,Rural,89,47,332
2799,Female,19,Moderate,Suburban,105,85,442
2800,Male,57,Moderate,Urban,139,128,517
2801,Male,47,Active,Urban,179,146,483
2802,Male,27,Moderate,Suburban,135,71,649
2803,Male,59,Moderate,Urban,134,85,663
2804,Male,28,Active,Urban,175,146,432
2805,Female,46,Active,Suburban,160,132,339
2806,Male,57,Sedentary,Suburban,58,48,142
2807,Female,33,Sedentary,Suburban,54,36,244
2808,Male,45,Moderate,Rural,124,74,372
2809,Male,34,Active,Rural,181,161,869
2810,Female,55,Moderate,Urban,126,84,407
2811,Female,32,Sedentary,Urban,67,55,238
2812,Female,48,Moderate,Suburban,130,105,549
2813,Male,24,Sedentary,Urban,56,32,132
2814,Male,47,Sedentary,Suburban,55,39,229
2815,Female,53,Moderate,Rural,149,108,403
2816,Male,43,Sedentary,Suburban,72,38,304
2817,Male,28,Sedentary,Urban,87,65,286
2818,Male,23,Active,Suburban,165,152,593
2819,Male,59,Moderate,Suburban,102,55,458
2820,Male,46,Moderate,Suburban,118,65,321
2821,Female,45,Moderate,Urban,125,111,383
2822,Male,32,Sedentary,Suburban,54,32,168
2823,Female,46,Sedentary,Suburban,87,64,231
2824,Male,23,Sedentary,Urban,71,45,173
2825,Male,29,Moderate,Rural,116,115,400
2826,Male,33,Active,Rural,171,164,420
2827,Male,55,Moderate,Urban,107,98,389
2828,Female,26,Moderate,Rural,102,63,233
2829,Male,39,Moderate,Suburban,127,71,406
2830,Male,50,Active,Urban,186,177,858
2831,Female,43,Moderate,Suburban,118,66,558
2832,Male,57,Active,Suburban,171,85,532
2833,Male,24,Active,Urban,168,143,348
2834,Male,49,Moderate,Suburban,126,79,493
2835,Female,57,Moderate,Urban,119,88,403
2836,Male,41,Moderate,Suburban,110,81,513
2837,Female,58,Sedentary,Rural,77,63,256
2838,Female,56,Active,Suburban,182,122,545
2839,Male,55,Moderate,Suburban,124,85,402
2840,Male,54,Active,Urban,195,182,729
2841,Male,36,Sedentary,Rural,82,45,384
2842,Male,22,Sedentary,Suburban,54,40,146
2843,Female,47,Moderate,Suburban,116,86,306
2844,Male,42,Active,Rural,171,115,572
2845,Male,47,Sedentary,Rural,50,39,182
2846,Male,42,Sedentary,Rural,59,37,130
2847,Female,26,Active,Rural,194,186,747
2848,Male,44,Sedentary,Rural,93,47,361
2849,Male,41,Active,Suburban,161,146,499
2850,Male,57,Moderate,Rural,110,59,520
2851,Male,55,Active,Rural,159,125,707
2852,Male,32,Moderate,Suburban,115,87,461
2853,Male,55,Active,Urban,169,152,784
2854,Male,43,Sedentary,Suburban,96,50,203
2855,Female,47,Moderate,Urban,126,67,356
2856,Female,28,Active,Rural,171,152,844
2857,Male,46,Moderate,Urban,127,69,390
2858,Male,32,Active,Suburban,164,112,491
2859,Male,26,Active,Urban,198,113,841
2860,Female,59,Moderate,Urban,130,91,517
2861,Male,46,Moderate,Urban,108,96,216
2862,Male,32,Moderate,Rural,118,67,423
2863,Female,34,Sedentary,Suburban,51,29,211
2864,Female,33,Active,Urban,161,134,795
2865,Male,39,Active,Rural,159,143,382
2866,Male,57,Moderate,Suburban,142,139,574
2867,Female,28,Active,Suburban,160,147,357
2868,Female,55,Active,Suburban,199,137,546
2869,Female,42,Active,Suburban,185,183,825
2870,Female,47,Moderate,Rural,119,101,475
2871,Male,19,Active,Suburban,170,119,659
2872,Male,18,Active,Urban,192,127,452
2873,Female,55,Sedentary,Suburban,94,50,194
2874,Male,54,Sedentary,Suburban,83,60,408
2875,Male,26,Moderate,Rural,106,104,360
2876,Female,22,Active,Urban,158,97,783
2877,Female,41,Active,Urban,177,119,863
2878,Female,44,Sedentary,Rural,83,56,203
2879,Male,47,Moderate,Rural,149,148,416
2880,Male,32,Moderate,Urban,103,90,325
2881,Male,26,Active,Urban,199,138,759
2882,Female,54,Sedentary,Suburban,67,38,259
2883,Male,47,Sedentary,Rural,54,41,251
2884,Female,32,Sedentary,Urban,97,64,380
2885,Male,37,Active,Urban,186,171,534
2886,Female,42,Active,Rural,157,138,669
2887,Male,26,Active,Rural,176,165,627
2888,Male,39,Sedentary,Urban,55,50,132
2889,Female,30,Moderate,Rural,135,68,429
2890,Female,54,Active,Urban,178,138,715
2891,Male,45,Active,Urban,193,128,926
2892,Male,31,Moderate,Suburban,132,82,593
2893,Female,47,Moderate,Suburban,100,92,408
2894,Male,56,Sedentary,Rural,91,72,411
2895,Male,22,Active,Rural,185,149,460
2896,Female,29,Sedentary,Urban,92,82,229
2897,Female,52,Active,Suburban,174,153,696
2898,Male,58,Sedentary,Rural,84,82,346
2899,Female,59,Sedentary,Urban,59,49,155
2900,Male,18,Moderate,Suburban,137,68,583
2901,Male,18,Active,Urban,150,96,488
2902,Female,59,Moderate,Suburban,118,93,269
2903,Male,37,Moderate,Urban,114,100,472
2904,Male,51,Moderate,Suburban,144,138,401
2905,Male,51,Active,Urban,186,114,400
2906,Male,41,Sedentary,Urban,63,60,187
2907,Male,45,Sedentary,Rural,64,49,269
2908,Female,28,Active,Suburban,152,97,400
2909,Female,25,Active,Suburban,172,92,683
2910,Male,52,Sedentary,Rural,56,44,143
2911,Male,58,Sedentary,Rural,64,44,311
2912,Female,33,Moderate,Urban,146,130,422
2913,Male,33,Sedentary,Suburban,74,68,227
2914,Female,59,Moderate,Urban,100,95,266
2915,Female,23,Sedentary,Urban,69,61,199
2916,Female,37,Sedentary,Urban,90,45,275
2917,Male,28,Sedentary,Rural,67,54,332
2918,Male,25,Moderate,Suburban,108,54,339
2919,Male,37,Moderate,Rural,107,63,370
2920,Male,49,Sedentary,Rural,55,50,229
2921,Female,50,Moderate,Suburban,111,97,516
2922,Male,23,Moderate,Suburban,106,96,244
2923,Male,45,Moderate,Rural,118,111,463
2924,Male,25,Moderate,Rural,118,116,576
2925,Female,31,Active,Rural,168,126,408
2926,Male,20,Moderate,Suburban,144,90,452
2927,Female,19,Sedentary,Suburban,60,53,247
2928,Male,39,Moderate,Urban,124,96,548
2929,Male,50,Sedentary,Suburban,80,53,364
2930,Male,38,Moderate,Rural,133,125,585
2931,Male,23,Sedentary,Suburban,55,45,151
2932,Male,57,Active,Suburban,170,89,661
2933,Female,24,Sedentary,Suburban,55,44,245
2934,Male,23,Moderate,Rural,101,72,263
2935,Female,25,Moderate,Urban,119,62,380
2936,Male,41,Sedentary,Urban,79,58,181
2937,Male,44,Active,Rural,158,99,570
2938,Female,45,Moderate,Rural,140,82,668
2939,Male,22,Moderate,Urban,145,142,348
2940,Female,36,Sedentary,Rural,61,43,172
2941,Female,26,Sedentary,Suburban,65,63,257
2942,Male,42,Active,Suburban,191,105,561
2943,Male,30,Sedentary,Urban,83,49,303
2944,Male,54,Moderate,Suburban,107,88,514
2945,Male,19,Sedentary,Urban,55,32,200
2946,Male,57,Active,Rural,151,147,365
2947,Female,31,Active,Urban,187,161,599
2948,Female,48,Moderate,Urban,113,65,288
2949,Male,23,Sedentary,Suburban,96,54,211
2950,Male,42,Moderate,Urban,110,67,464
2951,Female,56,Active,Urban,166,119,695
2952,Female,48,Active,Urban,185,101,531
2953,Female,55,Sedentary,Rural,94,59,212
2954,Male,33,Sedentary,Suburban,93,78,259
2955,Male,44,Moderate,Suburban,123,65,447
2956,Female,47,Active,Urban,188,140,466
2957,Female,21,Moderate,Urban,149,109,586
2958,Male,56,Moderate,Rural,127,102,488
2959,Female,33,Moderate,Suburban,102,81,232
2960,Male,53,Active,Suburban,193,140,757
2961,Female,24,Sedentary,Urban,99,92,239
2962,Male,38,Active,Rural,170,116,751
2963,Female,19,Moderate,Rural,120,106,338
2964,Female,25,Active,Urban,179,135,886
2965,Female,59,Moderate,Urban,128,111,544
2966,Female,44,Moderate,Urban,103,99,244
2967,Male,19,Sedentary,Urban,74,41,266
2968,Female,23,Moderate,Urban,103,102,341
2969,Male,21,Active,Rural,169,124,407
2970,Female,38,Sedentary,Rural,85,73,174
2971,Female,18,Sedentary,Urban,89,63,414
2972,Male,55,Sedentary,Urban,53,32,255
2973,Female,29,Sedentary,Suburban,82,71,332
2974,Female,44,Sedentary,Rural,78,43,165
2975,Male,31,Active,Rural,160,116,375
2976,Female,32,Moderate,Urban,121,83,597
2977,Female,41,Moderate,Rural,115,58,372
2978,Female,35,Moderate,Rural,140,132,433
2979,Male,34,Moderate,Rural,129,92,445
2980,Female,26,Sedentary,Suburban,50,32,110
2981,Male,35,Moderate,Rural,122,86,466
2982,Male,35,Moderate,Urban,114,65,453
2983,Male,22,Sedentary,Rural,88,60,407
2984,Male,26,Sedentary,Rural,60,57,167
2985,Female,52,Sedentary,Suburban,77,56,272
2986,Female,18,Moderate,Rural,101,81,437
2987,Male,58,Sedentary,Suburban,60,45,130
2988,Female,26,Sedentary,Suburban,52,48,145
2989,Female,49,Active,Suburban,178,157,770
2990,Female,37,Active,Rural,162,105,699
2991,Female,30,Moderate,Urban,105,103,276
2992,Female,57,Sedentary,Urban,71,66,299
2993,Female,28,Moderate,Rural,106,77,341
2994,Male,59,Active,Suburban,157,140,756
2995,Female,43,Active,Urban,182,118,893
2996,Male,57,Sedentary,Rural,62,51,220
2997,Female,28,Moderate,Urban,122,121,479
2998,Male,42,Active,Rural,189,153,462
2999,Female,57,Sedentary,Suburban,54,29,253
3000,Male,42,Moderate,Urban,137,96,683
3001,Male,37,Sedentary,Rural,85,79,283
3002,Female,59,Sedentary,Rural,67,61,292
3003,Female,28,Active,Urban,191,107,755
3004,Male,27,Moderate,Rural,149,144,676
3005,Female,20,Active,Urban,189,163,379
3006,Female,56,Moderate,Rural,107,62,340
3007,Female,44,Moderate,Urban,148,116,728
3008,Female,52,Sedentary,Suburban,97,69,356
3009,Male,57,Sedentary,Urban,68,37,154
3010,Female,48,Moderate,Rural,140,89,520
3011,Female,38,Sedentary,Suburban,53,42,259
3012,Female,39,Active,Suburban,152,127,687
3013,Female,36,Moderate,Urban,135,107,467
3014,Male,31,Active,Urban,188,184,903
3015,Female,54,Sedentary,Urban,96,63,237
3016,Female,40,Moderate,Suburban,135,121,623
3017,Female,43,Sedentary,Suburban,88,67,309
3018,Male,57,Active,Urban,169,144,346
3019,Female,29,Moderate,Rural,148,84,517
3020,Male,18,Sedentary,Suburban,50,40,212
3021,Female,51,Active,Urban,155,83,677
3022,Female,36,Active,Rural,171,118,386
3023,Male,40,Sedentary,Urban,64,46,264
3024,Male,24,Moderate,Suburban,117,103,480
3025,Female,24,Sedentary,Suburban,95,82,347
3026,Female,18,Moderate,Urban,110,108,252
3027,Female,35,Active,Rural,195,136,684
3028,Female,25,Active,Suburban,168,114,697
3029,Female,42,Active,Urban,174,127,781
3030,Male,59,Sedentary,Urban,98,78,240
3031,Female,46,Sedentary,Rural,53,46,259
3032,Male,40,Sedentary,Rural,56,35,251
3033,Male,46,Active,Suburban,150,144,684
3034,Female,18,Moderate,Rural,107,96,325
3035,Female,32,Sedentary,Rural,82,44,278
3036,Male,32,Sedentary,Suburban,99,88,331
3037,Male,45,Sedentary,Urban,94,49,193
3038,Female,53,Active,Suburban,186,143,602
3039,Male,59,Moderate,Suburban,116,80,504
3040,Male,57,Moderate,Rural,140,92,574
3041,Male,49,Moderate,Rural,132,131,529
3042,Female,30,Sedentary,Urban,68,42,278
3043,Female,38,Sedentary,Rural,92,69,195
3044,Male,56,Moderate,Urban,121,77,303
3045,Male,55,Active,Urban,164,120,784
3046,Female,26,Moderate,Urban,121,76,464
3047,Female,37,Sedentary,Suburban,90,51,342
3048,Male,37,Moderate,Rural,133,132,584
3049,Female,25,Moderate,Rural,101,94,420
3050,Female,31,Moderate,Urban,144,134,417
3051,Female,37,Active,Rural,190,99,634
3052,Female,52,Sedentary,Urban,56,52,112
3053,Female,38,Sedentary,Rural,58,30,223
3054,Male,58,Moderate,Suburban,136,71,420
3055,Male,58,Sedentary,Rural,75,73,227
3056,Female,39,Active,Urban,195,106,847
3057,Female,23,Moderate,Suburban,136,114,615
3058,Female,44,Active,Rural,168,163,486
3059,Female,21,Moderate,Suburban,111,108,475
3060,Male,21,Moderate,Urban,118,83,302
3061,Male,45,Moderate,Urban,112,76,245
3062,Female,44,Active,Rural,196,160,676
3063,Female,34,Sedentary,Urban,98,91,476
3064,Female,56,Sedentary,Rural,72,47,192
3065,Female,55,Sedentary,Urban,72,40,300
3066,Female,46,Sedentary,Urban,54,33,188
3067,Male,57,Active,Urban,179,144,615
3068,Male,24,Sedentary,Rural,64,50,150
3069,Female,25,Sedentary,Rural,91,70,192
3070,Female,58,Moderate,Rural,123,69,461
3071,Male,50,Active,Rural,156,87,536
3072,Male,49,Moderate,Urban,132,122,353
3073,Male,52,Sedentary,Suburban,90,59,212
3074,Female,35,Moderate,Rural,110,73,389
3075,Male,33,Sedentary,Urban,67,54,191
3076,Female,35,Moderate,Urban,135,84,415
3077,Female,55,Active,Rural,171,136,641
3078,Male,42,Moderate,Rural,130,73,309
3079,Female,51,Moderate,Urban,137,128,292
3080,Male,21,Moderate,Rural,124,76,572
3081,Female,22,Moderate,Rural,110,67,547
3082,Male,31,Sedentary,Suburban,74,63,222
3083,Male,18,Moderate,Suburban,117,115,371
3084,Male,39,Active,Rural,182,107,604
3085,Male,38,Moderate,Suburban,104,74,274
3086,Female,30,Active,Suburban,188,103,530
3087,Male,53,Moderate,Rural,106,101,240
3088,Male,46,Sedentary,Urban,98,87,204
3089,Male,55,Active,Urban,157,138,647
3090,Male,26,Active,Urban,187,101,681
3091,Female,50,Moderate,Urban,110,65,382
3092,Male,39,Sedentary,Suburban,60,33,250
3093,Female,34,Sedentary,Suburban,94,65,387
3094,Female,40,Active,Rural,177,140,790
3095,Female,53,Moderate,Rural,100,89,421
3096,Male,23,Sedentary,Urban,90,82,208
3097,Female,56,Sedentary,Urban,80,49,386
3098,Male,46,Sedentary,Rural,89,72,307
3099,Male,44,Moderate,Rural,147,73,608
3100,Male,22,Moderate,Urban,131,66,320
3101,Female,26,Active,Suburban,152,148,352
3102,Male,41,Moderate,Suburban,123,72,279
3103,Female,36,Sedentary,Suburban,83,63,184
3104,Female,50,Active,Suburban,181,117,666
3105,Female,47,Moderate,Suburban,144,131,419
3106,Female,57,Sedentary,Rural,67,61,253
3107,Male,21,Sedentary,Rural,88,74,330
3108,Male,49,Active,Urban,179,137,432
3109,Male,18,Active,Rural,163,148,681
3110,Male,51,Moderate,Rural,100,93,360
3111,Male,38,Moderate,Rural,120,83,407
3112,Female,48,Active,Rural,199,111,554
3113,Female,31,Active,Urban,185,96,846
3114,Female,43,Sedentary,Rural,60,37,275
3115,Male,39,Moderate,Rural,148,114,697
3116,Female,51,Sedentary,Urban,79,52,213
3117,Male,50,Active,Rural,158,152,563
3118,Female,30,Active,Urban,174,138,541
3119,Female,49,Active,Suburban,152,104,687
3120,Female,25,Moderate,Suburban,136,94,595
3121,Male,39,Active,Rural,184,182,633
3122,Male,58,Active,Rural,175,157,440
3123,Male,37,Moderate,Rural,129,124,454
3124,Male,38,Active,Rural,162,144,620
3125,Female,51,Moderate,Suburban,103,52,239
3126,Male,47,Active,Suburban,199,168,743
3127,Male,23,Moderate,Rural,110,96,348
3128,Female,52,Moderate,Urban,133,75,526
3129,Female,44,Moderate,Urban,125,105,396
3130,Female,37,Moderate,Suburban,120,116,268
3131,Male,55,Sedentary,Urban,87,57,427
3132,Female,57,Moderate,Rural,117,116,282
